text,label
"EXCEPT AS SET FORTH IN SECTION 6.3, IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER FOR ANY SPECIAL, INCIDENTAL, CONSEQUENTIAL OR PUNITIVE DAMAGES ARISING OUT OF THIS AGREEMENT OR ITS TERMINATION, WHETHER LIABILITY IS ASSERTED IN CONTRACT, TORT (INCLUDING NEGLIGENCE) STRICT LIABILITY OR OTHERWISE AND IRRESPECTIVE OF WHETHER SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF ANY SUCH LOSS OR DAMAGE.",Cap On Liability
"Excite will in ""good faith"" ensure Client that the above mentioned             banners and promotional placements will be more prominently             presented than any other ""competitive retailer's"" banners or             promotional placements for the term of the Agreement. For the             purposes of this Agreement, a ""competitive retailer"" means an             on-line department store comparable to Bloomingdale's, Macy's,             Burdine's, Shopping.com, Chef's Catalog or iQVC.",Non-Compete
"Neither party may assign this Agreement, in whole or in             part, without the other party's written consent (which will not be             unreasonably withheld), except that no such consent will be required             in connection with (i) a merger, reorganization or sale of all, or             substantially all, of such party's assets or (ii) either party's             assignment and/or delegation of its rights and responsibilities             hereunder to a wholly-owned subsidiary or joint venture in which the             assigning party holds an interest.",Anti-Assignment
Any attempt to assign this             Agreement other than as permitted above will be null and void.,Anti-Assignment
"EXCEPT UNDER SECTIONS 13(a) AND 13(b), IN NO EVENT WILL EITHER PARTY             BE LIABLE TO THE OTHER FOR ANY SPECIAL, INCIDENTAL OR CONSEQUENTIAL             DAMAGES, WHETHER BASED ON BREACH OF CONTRACT, TORT (INCLUDING             NEGLIGENCE) OR OTHERWISE, WHETHER OR NOT THAT PARTY HAS BEEN ADVISED             OF THE POSSIBILITY OF SUCH DAMAGE. THE LIABILITY OF EITHER PARTY FOR             DAMAGES OR ALLEGED DAMAGES HEREUNDER, WHETHER IN CONTRACT, TORT OR             ANY OTHER LEGAL THEORY, IS LIMITED TO, AND WILL NOT EXCEED, THE             AMOUNTS TO BE PAID BY CLIENT TO EXCITE HEREUNDER.",Cap On Liability
"For the Initial Term of this Agreement, iVillage agrees that Ford shall be the exclusive automobile manufacturer sponsor and advertiser throughout the Network, with respect to entities whose primary business is that of an automotive manufacturer and/or retailer.",Exclusivity
"Neither Party shall sell, transfer or assign this Agreement or the rights or obligations hereunder, without the prior written consent of the other Party, such consent not to be unreasonably withheld or delayed.",Anti-Assignment
"Upon execution and delivery of this Agreement, iVillage assigns to FMC all right, title and interest in and to the content, design and intellectual property, rights created specifically for and unique to the Bridge Site, advertising units, and other promotional elements set forth in this Agreement (collectively, the ""Materials"").",Ip Ownership Assignment
"NEITHER PARTY SHALL HAVE ANY LIABILITY HEREUNDER FOR ANY INDIRECT, SPECIAL, PUNITIVE OR CONSEQUENTIAL DAMAGES INCLUDING, WITHOUT LIMITATION, LOSS OF PROFIT OR BUSINESS OPPORTUNITIES, WHETHER OR NOT THE PARTY WAS ADVISED OF THE POSSIBILITY OF SUCH.",Cap On Liability
SRP may not obtain any associate or secondary sponsors whose products or concepts compete with Logan's.,Non-Compete
The Driver shall not drive for any other sponsor which competes with Logan's.,Non-Compete
"Furthermore, SRP shall not permit any associate or secondary sponsor to suggest in any manner that its sponsorship role is as great as that of Logan's.",Non-Compete
"Logan's also shall have the exclusive right to promote its Logan's trademark on the side of the helmet, as shown on Exhibit B to this Agreement.",Exclusivity
The Driver shall not drive any other race vehicle for any other sponsor than Logan's without prior written notice from SRP to Logan's.,Exclusivity
"The Driver shall not appear in a race uniform or driving suit other than the      Logan's uniform/suit in connection with or portraying involvement in NASCAR LMSC racing, whether or not used in product advertising or promotion.",Exclusivity
"Logan's shall have the exclusive use of the hood, the rear quarter panel area above the tire and the bottom of the deck lid (rear facing panel, TV panel) of the Race Car, as shown on Exhibit C to this Agreement.",Exclusivity
"Consistent with the NASCAR rules and regulations, and excluding any patches required by NASCAR, Logan's shall have the exclusive right to promote its Logan's logo on uniforms and Driver's suit on the areas depicted on Exhibit A to this Agreement.",Exclusivity
This Agreement may not be modified or assigned except in writing signed by SRP and Logan's.,Anti-Assignment
"Neither this Agreement nor any of the rights or     -------------------     obligations of either FNW or Sponsor hereunder may be assigned, transferred     or conveyed by operation of law or otherwise by either party, nor shall such     agreements or rights inure to the benefit of any trustee in bankruptcy,     receiver, creditor, or trustee of either party's business or its properties     whether by operation of law or otherwise, except with the prior written          consent of the other party, which consent shall not be unreasonably     withheld, and the delivery of a written document in which the assignee     assumes all of the obligations of the assigning party and the assigning     party acknowledges that it will continue to be bound to such obligations if     not performed by the assignee.",Anti-Assignment
"Notwithstanding the     foregoing, no assignment or attempted assignment by Sponsor shall be valid     except to a party which intends to continue the business of Sponsor as     presently conducted.",Anti-Assignment
"In no event shall either party be liable for           ---------------------      any special, incidental or consequential damages arising out of or in      connection with this Agreement or the performance thereof.  FNW's liability      for any breach of this Agreement shall be strictly limited to refunding to      Sponsor that portion of any consideration paid by Sponsor for which Sponsor      has not received the rights granted to it herein.",Cap On Liability
"No party may assign any of its rights or obligations  hereunder without the prior written consent of the other party, except that Hydron may assign its rights and obligations under this Agreement to its parent, its successor or to an affiliate (as such term is defined under the rules and regulations promulgated under the federal securities laws of the U.S.) upon the reasonable consent of the Dolphins that such affiliate assignee has the financial means and corporate authority to perform such obligations and Hydron may not withhold its consent to an assignment of this Agreement in the event of a merger or reorganization of the Dolphins, a sale of all or substantially all of the Dolphins' assets or a consolidation of the Dolphins with any of its affiliates or related parties.",Anti-Assignment
Sponsor will be the exclusive retail music store sponsor of                   the Excite Site and the Excite Broadcast Pages.,Exclusivity
In no event will Excite enter                  into arrangements to make available opportunities to purchase                  Music Products from parties other than Sponsor that would                  prevent Sponsor from being the exclusive source of such Music                  Products on the Excite Site once the Music Products become                  available through Sponsor.,Exclusivity
"Excite will                   not permit the display of advertising banners, promotional                   buttons, promotional links or other promotional materials for                   any retail sale of Music Products on the Excite Site, except                   those Music Products offered by Sponsor, nor advertising by                   any other Retail Music Store.",Exclusivity
"Neither party may assign this Agreement, in whole                   or in part, without the other party's written consent (which                   will not be unreasonably withheld), except that no such                   consent will be required in connection with (i) a merger,                   reorganization or sale of all, or substantially all, of such                   party's assets or (ii) either party's assignment and/or                   delegation of its rights and responsibilities hereunder to a                   wholly-owned subsidiary or joint venture in which such party                   holds a controlling interest.",Anti-Assignment
Any attempt to assign this                   Agreement other than as permitted above will be null and void.,Anti-Assignment
"THE                   LIABILITY OF EXCITE FOR DAMAGES OR ALLEGED DAMAGES HEREUNDER,                   WHETHER IN CONTRACT, TORT OR ANY OTHER LEGAL THEORY, IS                   LIMITED TO, AND WILL NOT EXCEED, THE AMOUNTS ACTUALLY PAID BY                   SPONSOR TO EXCITE HEREUNDER.",Cap On Liability
"EXCEPT UNDER SECTION 13(c) and (d), IN NO EVENT WILL EITHER                   PARTY BE LIABLE TO THE OTHER FOR ANY SPECIAL, INCIDENTAL OR                   CONSEQUENTIAL DAMAGES, WHETHER BASED ON BREACH OF CONTRACT,                   TORT (INCLUDING NEGLIGENCE) OR OTHERWISE, WHETHER OR NOT THAT                   PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.",Cap On Liability
"Neither party may assign this Agreement,                           in whole or in part, without the other party's                           written consent (which will not be unreasonably                           withheld or delayed), except that no such consent                           will be required in connection with (i) a merger,                           reorganization or sale of all, or substantially all,                           of such party's assets or its<omitted>Internet business assets (ii) either party's                           assignment and/or delegation of its rights and                             responsibilities hereunder to a wholly-owned                           subsidiary or affiliate or joint venture in which the                           assigning party holds an interest.",Anti-Assignment
Any attempt to                           assign this Agreement other than as permitted above                           will be null and void.,Anti-Assignment
"EXCEPT UNDER SECTIONS 13(a) AND 13(b), IN NO EVENT WILL EITHER                  PARTY BE LIABLE TO THE OTHER FOR ANY SPECIAL, INCIDENTAL OR                  CONSEQUENTIAL DAMAGES, WHETHER BASED ON BREACH OF CONTRACT,                  TORT (INCLUDING NEGLIGENCE) OR OTHERWISE, WHETHER OR NOT THAT                  PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.                  EXCEPT UNDER SECTIONS 13(a) AND 13(b), THE LIABILITY OF EITHER                  PARTY FOR DAMAGES OR ALLEGED DAMAGES HEREUNDER, WHETHER IN                  CONTRACT, TORT OR ANY OTHER LEGAL THEORY, IS LIMITED TO, AND                  WILL NOT EXCEED, THE AMOUNTS TO BE PAID BY CLIENT TO EXCITE                  HEREUNDER.",Cap On Liability
"The Company or the Contractor may terminate this Agreement at any time in whole or in part as more  specifically provided below, and in such case, the Contractor will be paid fees incurred up to the date of such termination plus its expenses  accrued as of such date within 30 days of such termination.",Termination For Convenience
The Contractor will have the ability to terminate this Agreement by giving 90 days' prior written notice to the  Company.,Termination For Convenience
The Company will have the ability to terminate this Agreement by giving 60 days' prior  written notice to the Contractor.,Termination For Convenience
Neither party may assign its rights and obligations under this Agreement without the written consent of  the other party.,Anti-Assignment
"The Contractor shall not assign this Agreement or any of its rights, powers, duties or obligations hereunder without the  express prior written consent of the Company, which shall not be unreasonably withheld.",Anti-Assignment
"In the event that the Company engages a third party to perform any of the obligations of the  Contractor under this Agreement, the Company      19           shall provide written notice to the Contractor of such engagement, the Contractor shall thereafter be relieved of any such obligations for which the  third party was engaged.",Anti-Assignment
"Any and all web pages used by Contractor in connection with the Offering (the ""Web Pages""), and all  associated Proprietary Rights, shall be owned exclusively by the Company.",Ip Ownership Assignment
"Neither party to this Agreement shall assign, subcontract, or otherwise conveyor delegate its rights or duties hereunder to any third party without the prior written consent of the other party hereto, such consent not to be unreasonably withheld.",Anti-Assignment
"VIP shall have no liability with respect to its obligations under this agreement or otherwise for consequential, exemplary, special, indirect, incidental or punitive damages even if it has been advised of the possibility of such damages in any event, other than claims covered by paragraph 8(b) or paragraph 6(a) of this agreement (which claims are excluded from this paragraph 9(f) limitation), the liability of VIP to BNL for any reason and upon any cause of action or claim in contract, tort or otherwise shall be limited to the amount paid by BNL to VIP in the twelve (12) month period prior to the accrual of the action or claim for the specific service which is the subject of the action or claim (or, if such accrual occurs during the first twelve (12) months of the initial term, then the liability shall be limited to the minimum fees payable by BNL to VIP during the first twelve (12) months of the initial term).",Cap On Liability
Any claim of action of any kind which one party to this Agreement may have against the other party relating to or arising out of this Agreement must be commenced within two (2) years from the date such claim or cause of action shall have first accrued.,Cap On Liability
"BNL shall have no liability with respect to its obligations under this agreement or otherwise for consequential, exemplary, special, indirect, incidental or punitive damages even if it has been advised of the possibility<omitted>of such damages. in any event, other than claims covered by the next sentence, the liability of BNL to VIP for any reason and upon any cause of action and claim in contract, tort or otherwise shall be limited to the amounts paid by BNL to VIP in the twelve (12) month period prior to the accrual of the action or claim for the specific service which is the subject of the action or claim (or, if such accrual occurs during the first twelve (12) months of the initial term, then the liability shall be limited to the minimum fees payable by BNL to VIP during the first twelve (12) months of the initial term) claims by VIP for the minimum fees and other fees and expenses owing by BNL under paragraphs 5, 15(a) and 15(c), or for a breach by BNL of VIP's proprietary rights as set forth in paragraph 13 are excluded from this paragraph II limitation except for the claims excluded by the preceding sentence, this limitation applies to all causes of action or claims in the aggregate including without limitation breach of contract, breach of warranty, negligence, strict liability, misrepresentation and other torts.",Cap On Liability
Either party hereto may terminate this Agreement after the Initial Period upon at least six (6) months' prior written notice to the other party thereof.,Termination For Convenience
"The Company may terminate this Agreement in accordance with the immediately preceding sentence but with less than six (6) months' prior written notice to Contractor; provided, that in such event, the Company shall pay Contractor an amount equal to the Termination Fee.",Termination For Convenience
"This Agreement may not be assigned by either party without the prior written consent of the other party, except that, without such consent, (i) Company may make an assignment of this Agreement as collateral security in favor of its lenders, and (ii) the Company may assign this Agreement to a purchaser of all or substantially all of the assets of the Company's business related to the Products.",Anti-Assignment
Datec may terminate the whole or any part of this agreement for convenience at any time by giving the BSP at least 6 months prior written notice.,Termination For Convenience
The BSP may terminate the whole or any part of this agreement for convenience at any time by giving Datec at least 6 months prior written notice.,Termination For Convenience
Datec must not assign this agreement or any right under this agreement unless Datec    (a) is not in breach of this agreement;    (b) obtains the prior written consent of the BSP    (c) ensures that the assignee agrees to be bound by all of the Datec's obligations under this agreement; and    (d) acknowledges that it remains bound by this agreement,Anti-Assignment
BSP may:    (a) assign all or part of this agreement to any person as part of a restructure; and    (b) assign or novate all or part of the rights and obligations under this agreement to any of the BSP's Related Company's as part of a re- organisation of its business.,Anti-Assignment
"Notwithstanding the aforesaid in Section 16.1. and any possible           implication to the contrary herein or as a result of the course of           conduct of the parties, Contractor shall be entitled, at its sole           discretion, to terminate this Agreement only during the Extended Term,           with or without cause, upon a prior written notice of termination to           NICE of not less than six (6) months.",Termination For Convenience
"Notwithstanding the aforesaid in Section 16.1. and any possible           implication to the contrary herein or as a result of the course of           conduct of the parties, NICEshall be entitled, at its sole discretion,           to terminate this Agreement, in whole or in part, at any time during           the Initial Term or the Extended Term, with or without cause, upon a           prior written notice of termination to Contractor of not less than           forty-five (45) Days.",Termination For Convenience
"Neither party shall in any way sell, transfer, assign,           sub-contract or otherwise dispose of any of the rights, privileges,           duties and obligations granted or imposed upon it under this           Agreement. However, NICE may, at its discretion, transfer and/or           assign any of its rights, privileges, duties and obligations granted           or imposed upon it under this Agreement to any NICE Affiliate,           provided that NICE remains responsible towards Contractor, jointly and           severally with the Affiliate, for all of its obligations hereunder so           assigned, and provided further that the assignee signs this Agreement.",Anti-Assignment
"Notwithstanding anything to the contrary contained herein or           otherwise, Contractor's liability to NICE for any indirect, special,           incidental, exemplary or consequential damages as a result of any           claim arising under this Agreement or in connection therewith,           regardless of whether Contractor has been advised of the possibility           of such damages, shall not exceed five million US dollars ($5,000,000)           in the aggregate for all claims, except for infringement of           Intellectual Property rights for which Contractor is liable under           Section 12.6.",Cap On Liability
"Notwithstanding anything to the contrary contained herein, NICE'           liability to Contractor for any indirect, special, incidental,           exemplary or consequential damages as a result of any claim arising           under this Agreement or in connection therewith, regardless of whether           NICE has been advised of the possibility of such damages, shall not           exceed five million US dollars ($5,000,000) in the aggregate for all           claims, except for infringement of Intellectual Property rights for           which NICE is liable under Section 12.8.",Cap On Liability
"In any event, the total liquidated damages                     as per this Section shall not exceed 5% of the Product                     Price.",Cap On Liability
"HPS agrees to outsource to SHPS, and hereby appoints SHPS as the exclusive provider of, Care Management Services to the Clients, subject to the terms and conditions set forth in this Agreement.",Exclusivity
"This Agreement shall be binding on the parties and their respective successors and assigns, but neither party may, or shall have the power to, assign this Agreement without the prior written consent of the other, which consent shall not be unreasonably withheld.",Anti-Assignment
"M&I may, at any time, withdraw any of the Services (other than the Core Services) upon providing ninety (90) days' prior written notice to Customer.",Termination For Convenience
"Customer may terminate this Agreement during the Term upon at least one (1) years' written notice to M&I, provided that Customer pays M&I an early termination fee (""Termination for Convenience Fee"") in an amount equal to REDACTED of the Estimated Remaining Value.",Termination For Convenience
"This Agreement may not be assigned by either party, by operation of law or otherwise, without the prior written consent of the other party, which consent shall not be unreasonably withheld, provided that (a) M&I's consent need not be obtained in connection with the assignment of this Agreement pursuant to a merger in which Customer is a party and as a result of which the surviving corporation becomes an Affiliate of another bank holding company, bank, savings and loan association or other financial institution having a capital and surplus of at least $100,000,000 so long as the provisions of Section 21.11 are complied with and (b) M&I may freely assign this Agreement (i) in connection with a merger, corporate reorganization or sale of all or substantially all of its assets, stock or securities, or (ii) to any entity which is a successor to the assets or the business of the M&I Data Services division of M&I.",Anti-Assignment
"Neither Customer nor M&I shall be liable for, nor will the measure of any damages in any event include, any indirect, incidental, punitive, special or consequential damages or amounts for loss of income, profits or savings arising out of or relating to performance or non-performance under this Agreement.",Cap On Liability
"Notwithstanding any provision in the Agreement to the contrary, M&I's liability to Customer for claims arising out of the ACH Services performed by M&I pursuant to this Section 6.5 shall be limited to errors and omissions which are caused solely by M&I's gross negligence or willful misconduct and which cannot be remedied through the processing of appropriate corrected ACH Entry(ies).",Cap On Liability
"Notwithstanding any provision in this Agreement, M&I's total liability under this Agreement shall not exceed payments made to M&I by Customer under this Agreement during the three (3) months prior to the event.",Cap On Liability
"Customer and M&I shall be liable to the other only for direct damages arising out of or relating to their respective performance or non-performance of obligations under this Agreement; provided, however, that the following shall be considered direct damages for the purposes of this Agreement:            A.   Costs of recreating or reloading any of Customer's information that is lost or damaged;            B.   Costs of implementing a work-around in respect of a failure to provide the Services;            C.   Costs of replacing lost or damaged equipment, software, and materials;            D.   Costs and expenses incurred by Customer to correct errors in software maintenance and enhancements provided as part of the Services;            E.   Costs and expenses incurred by Customer to procure the Services from an alternate source, to the extent in excess of M&I's charges under this Agreement; and            F.   Straight time, overtime, or related expenses incurred by Customer, including overhead allocations of Customer for Customer's employees, wages and salaries of additional employees, travel expenses, overtime expenses, telecommunication charges, and similar charges, due to failure of M&I to provide the Services or incurred in connection with subsections (A) through (E) above, to the extent that such straight time, overtime, or related expenses exceed what Customer would have paid to M&I if M&I were providing the Services, and limited to the amount that M&I would have paid to Customer under subsection (E) above if Customer chose to procure the Services from an alternate source.",Cap On Liability
"Except as may be provided in any Schedule, Metavante may, at any time, withdraw any of the Services upon providing ninety (90) days' prior written notice to Customer, provided that Metavante is withdrawing the Service(s) from its entire client base.",Termination For Convenience
"Customer may elect to terminate this Agreement for any reason upon six months written notice to Metavante, provided Customer shall pay Metavante the ""Termination Fee"" defined and computed in accordance with the table below.",Termination For Convenience
"Except as may be provided in any Schedule, Customer agrees that, during the Term, Metavante shall be Customer's sole and exclusive provider of all Services included in Metavante's Integrated Banking Solution (deposit and loan processing services provided by Metavante as of the Commencement Date).",Exclusivity
"Neither this Agreement nor the rights or obligations hereunder may be assigned by either party, by operation of law or otherwise, without the prior written consent of the other party, which consent shall not be unreasonably withheld, provided that (a) Metavante's consent need not be obtained in connection with the assignment of this Agreement pursuant to a merger in which Customer is a party and as a result of which the surviving Entity becomes an Affiliate or Subsidiary of another bank holding company, bank, savings and loan association or other financial institution, so long as the provisions of all applicable Schedules are complied with; and (b) Metavante may freely assign this Agreement so long as it is (i) in connection with a merger, corporate reorganization, or sale of all or substantially all of its assets, stock, or securities, or (ii) to any Entity which is a successor to the assets or the business of Metavante.",Anti-Assignment
"Metavante's sole responsibility, and Customer's sole remedy, shall be to provide, at Metavante's expense, a conforming replacement card to the appropriate cardholder(s).",Cap On Liability
"Independent of, severable from, and to be enforced independently of any other provision of this Agreement, NEITHER PARTY WILL BE LIABLE TO THE OTHER PARTY (NOR TO ANY PERSON CLAIMING RIGHTS DERIVED FROM THE OTHER PARTY'S RIGHTS) IN CONTRACT, TORT (INCLUDING NEGLIGENCE), OR OTHERWISE, FOR INCIDENTAL, CONSEQUENTIAL, SPECIAL, PUNITIVE, OR EXEMPLARY DAMAGES OF ANY KIND—including lost profits, loss of business, or other economic damage, and further including injury to property, AS A RESULT OF BREACH OF ANY WARRANTY OR OTHER TERM OF THIS AGREEMENT, INCLUDING ANY FAILURE OF PERFORMANCE, REGARDLESS OF WHETHER THE PARTY LIABLE OR ALLEGEDLY LIABLE WAS ADVISED, HAD OTHER REASON TO KNOW, OR IN FACT KNEW OF THE POSSIBILITY THEREOF.",Cap On Liability
"In addition to and not in limitation of any other provision of this Article 9, each party hereby knowingly, voluntarily, and intentionally waives any right to recover from the other party, and Customer waives any right to recover from any Eligible Provider, any economic losses or damages in any action brought under tort theories, including, misrepresentation, negligence and/or strict liability, and/or relating to the quality or performance of any products or services provided by Metavante.",Cap On Liability
"Notwithstanding any other provision of this Agreement, Metavante's maximum liability with respect to any Professional Services performed shall be limited to the value of the Professional Services engagement giving rise to the claim for Damages.",Cap On Liability
"No lawsuit or other action may be brought by either party hereto, or on any claim or controversy based upon or arising in any way out of this Agreement, after two(2) years from the date on which the party knew or reasonably should have known of an event for which a cause of action arose regardless of the nature of the claim or form of action, whether in contract, tort (including negligence), or otherwise; provided, however, the foregoing limitation shall not apply to the collection of any amounts due Metavante under this Agreement.",Cap On Liability
Dragon may terminate this agreement without cause by giving sixty (60) days written notice to MMI.,Termination For Convenience
MMI shall not be liable for indirect or consequential damages unless caused by intention or gross negligence.,Cap On Liability
"Dolphin will provide photo-editing services exclusively, at DGT option, when the number of downloaded photos to be edited by Dolphin totals 50,000 in a single year;",Exclusivity
In no event shall DGT be liable for consequential or incidental damages arising from any breach or breaches of this Agreement.,Cap On Liability
"DGT's total liability, whether under the express or implied terms of this Agreement, in tort (including negligence), or at common law, for any loss or damage suffered by Dolphin, whether direct, indirect or special, or any other similar or like damage that may arise or does arise from any breaches of this Agreement by DGT and its Directors, Officers or agents, shall be limited to the amount of the cost of the products.",Cap On Liability
"No action, whether in contract or tort (including negligence), or otherwise arising out of or in connection with this Agreement, may be brought by Dolphin more than six months after the cause of action has occurred.",Cap On Liability
Either party may terminate this Agreement by providing [*] month's written       notice to the other.,Termination For Convenience
MSL may not assign this Agreement without IBM's prior written consent. Any       attempted assignment without such consent is void.,Anti-Assignment
"Neither party may assign, or otherwise transfer, its rights or delegate       its duties or obligations under this Agreement without prior written       consent.",Anti-Assignment
"Neither Party may assign, transfer or subcontract any rights or duties       under this Agreement without prior written approval by the other Party.       MSL may assign or subcontract all or any part of this Agreement to any MSL       Related Company with IBM's prior written consent which shall not be       unreasonably withheld or delayed. MSL may not assign or transfer any       rights or duties under this Agreement without prior written approval by       IBM.",Anti-Assignment
"IBM assumes and will assume ownership and MSL assigns and will assign all       intellectual and industrial property rights for hardware, software, design       and documentation of all Products delivered under this Agreement        IBM will also own and MSL will assign any invention made by MSL on       Products, and on any invention related to IBM processes and systems that       MSL makes while MSL uses those processes and systems in the performance of       this Agreement provided that nothing herein shall restrict MSL's right to       use such inventions in the performance of its obligations hereunder.",Ip Ownership Assignment
"The total liability for either Party, regardless of the form of             action, whether contract or tort, is limited to three percent (3%)             of the value of the bill of materials contained in the Products             delivered to IBM and IBM Customers by MSL in the period beginning             with the Effective Date of the Agreement through the resolution of             the action.",Cap On Liability
"Neither Party will be liable to the other for lost profits,             consequential, punitive, or incidental damages, even if informed of             the possibility that such damages may be incurred.",Cap On Liability
"In no event will IBM be liable for any lost profits, lost savings,       incidental damages, or other economic consequential damages, even if IBM       has been advised of the possibility of such damages.",Cap On Liability
Any legal or other action related to a breach       of this Agreement must be commenced no later than [*] years from the date       of the breach in a court sited within the State of New York.,Cap On Liability
"Neither party may bring an action, regardless of form, arising out of this       Agreement more than [*] years after the cause of action arose.",Cap On Liability
"IBM's entire liability and MSL's exclusive remedy for actual damages from       cause whatsoever relating to the subject matter of this Agreement will be       limited to the amount of $25,000.",Cap On Liability
"In addition, IBM will       not be liable for any damages claimed by IBM based on any third party       claim.",Cap On Liability
"This Agreement may be terminated by WYZZ by written notice to Nexstar (i) at any time upon six (6) months prior written notice, (ii) on six (6) months prior notice following the sale of WMBD-TV by Nexstar and/or (iii) if WYZZ is not then in material default or breach hereof and if the Nexstar is in material breach of its representations or its material obligations hereunder, and has failed to cure such breach within thirty (30) days of notice from WYZZ; provided, no notice may be given pursuant to clause (i) of this section prior to the eighteen (18) month anniversary of the Effective Date.",Termination For Convenience
"This Agreement may be terminated by Nexstar by written notice to WYZZ (i) any time upon six (6) months prior notice, (ii) on six (6) months prior notice following the sale of WYZZ-TV by WYZZ, and/or (iii) if Nexstar is not then in material default or breach hereof, and WYZZ is in material breach of its representations or its material obligations hereunder, and has failed to cure such breach within thirty (30) days of written notice from Nexstar; provided, no notice may be given pursuant to clause (i) of this section prior to the eighteen (18) month anniversary of the Effective Date.",Termination For Convenience
"Except as otherwise provided by this Agreement or in the event that either Party sells or otherwise transfers its Station to another (in which case such Party shall be required to assign to the Buyer, and such Buyer shall be required to assume, this Agreement, in its entirety), neither Party hereto shall assign its rights or obligations under this Agreement to a third party without the express written consent of the other Party, which consent shall not be unreasonably withheld.",Anti-Assignment
"In addition, in the event of a material breach by Nexstar of its obligations hereunder, WYZZ shall be entitled to terminate this Agreement and exercise its rights pursuant to Section 25(a) hereof (except that WYZZ may not assert consequential, special or punitive damages or any claim for lost profits).",Cap On Liability
"In addition, in the event of a material breach by WYZZ of its obligations hereunder, Nexstar shall be entitled to terminate this Agreement and exercise its rights pursuant to Section 25(b) hereof (except that Nexstar may not assert consequential, special or punitive damages or any claim for lost profits).",Cap On Liability
Any assignment in derogation of the foregoing shall be null and void.,Anti-Assignment
"Neither party may<omitted>assign or otherwise transfer this Agreement to any person or entity without the      other's written consent, such consent not to be unreasonably withheld or delayed; provided that the withholding of consent of assignment to a competitor of the other party shall be deemed reasonable.",Anti-Assignment
"IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL OR CONSEQUENTIAL DAMAGES, OR DAMAGES FOR LOSS OF PROFITS, REVENUE, DATA OR USE, INCURRED BY THE OTHER PARTY OR ANY THIRD PARTY, WHETHER IN AN ACTION IN CONTRACT OR TORT, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. IN NO EVENT SHALL E.PIPHANY'S LIABILITY HEREUNDER EXCEED THE SUM TOTAL OF PAYMENTS MADE BY HSNS UNDER THE INITIAL TERM OF THIS AGREEMENT.",Cap On Liability
"Except for actions for nonpayment of breach of E.piphany's proprietary rights in the Application, no action, regardless of form, arising out of this Agreement may be brought by either party more than two years after the cause of action has accrued.",Cap On Liability
"THE PROVISIONS OF SECTION 10.1 (""E.PIPHANY INTELLECTUAL PROPERTY INDEMNITY"") STATE THE ENTIRE LIABILITY AND OBLIGATION OF E.PIPHANY, AND THE EXCLUSIVE REMEDY OF HSNS, WITH RESPECT TO ANY ACTUAL OR ALLEGED INFRINGEMENT OF ANY PATENT, COPYRIGHT, TRADE SECRET, TRADEMARK OR OTHER INTELLECTUAL PROPERTY RIGHT BY THE APPLICATION OR ANY PART THEREOF. THIS LIMITATION OF LIABILITY APPLIES NOTWITHSTANDING ANY FAILURE OF THE ESSENTIAL PURPOSE OF THE EXCLUSIVE REMEDIES.",Cap On Liability
"For any breach of the warranties contained in Section 4.1, HSNS's sole and exclusive remedy, and E.piphany's entire liability, shall be: (i) in the case of a nonconforming Application, to correct the nonconforming Application, provided that HSNS notifies E.piphany of the nonconformity within the warranty period and HSNS has installed all Updates and, if E.piphany is unable to do so, HSNS shall be entitled to terminate the Application license and recover the fees paid to E.piphany for such Application; (ii) in the case of defective media, to replace such defective media, provided that HSNS returns such defective media during the warranty period; (iii) in the case of infringing Application, the indemnity contained in Section 10.1 (""E.piphany Intellectual Property Indemnify"") and (iv) in the case of services to which the breach of warranty relate, the correction of defective work so as to comply with generally accepted industry standards.",Cap On Liability
"In the event of termination by either party in accordance with any of the provisions of this Agreement, neither party shall be liable to the other, because of such termination, for compensation, reimbursement or damages on account of the loss of prospective profits or anticipated sales or on account of expenditures, inventory, investments, leases or commitments in connection with the business or goodwill of E.piphany or HSNS.",Cap On Liability
Neither party may assign this Agreement without the prior written consent of the other.,Anti-Assignment
"Galaxy shall have no liability to Telnet, whether in contract, tort (including negligence), strict liability or otherwise, for any special, indirect or consequential damages or for lost profits, in any matter related to this Agreement, including but not limited to any delay or failure by Galaxy to furnish, deliver or provide Products or Services; Galaxy's liability in any matter related to Product shall be limited to the purchase price paid by Telnet for the Product with respect to which such liability relates; Galaxy's liability in any matter related to Services shall be limited to the fee paid by Telnet for the Service with respect to which the liability relates in the month or months in which the event giving rise to the liability occurred.",Cap On Liability
"Neither Party shall be liable to the other for any damages or compensation in connection with termination of this Agreement including, without limitation, for loss of profits, loss of investment or expenditures made in reliance on this Agreement or loss of goodwill.",Cap On Liability
Telnet's sole and exclusive remedies concerning Galaxy's performance or non-performance in any matter related to this Agreement or the provisioning of the Services or Products are limited to those expressly stated in this Agreement.,Cap On Liability
Schoolpop shall have the exclusive right to resell Cards in                   the NPO Marketplace.,Exclusivity
